Level1,Level2,Level3,Level4,Level5,Level6,Level1CN,Level2CN,Level3CN,Level4CN,Level5CN,Level6CN
IV. The Strategy,3. The Regions,"B. Asia: Win the Economic Future, Prevent Military Confrontation",Deterring Military Threats ,"A related security challenge is the potential for any competitor to control the  South China Sea. This could allow a potentially hostile power to impose a toll system over one of the world’s most vital lanes of commerce or—worse—to close and reopen it at will. Either of those two outcomes would be harmful to the U.S. economy and broader U.S. interests. Strong measures must be developed along with the deterrence necessary to keep those lanes open, free of “tolls,” and not subject to arbitrary closure by one country. This will require not just further investment in our military—especially naval—capabilities, but also strong cooperation with every nation that stands to suffer, from India to Japan and beyond, if this problem is not addressed. ",,四、策略,3. 各地区,B. 亚洲：赢得经济未来，避免军事对抗,威慑军事威胁,与之相关的安全挑战是任何竞争对手都有可能控制南海。这可能使潜在的敌对势力得以对世界上最重要的贸易航道之一征收通行费，或者更糟糕的是，随意关闭和重新开放该航道。这两种结果都将损害美国经济和更广泛的美国利益。必须制定强有力的措施，并建立必要的威慑力量，以确保这些航道畅通无阻，不受任何国家的任意关闭。这不仅需要进一步投资于我们的军事能力，特别是海军能力，还需要与所有可能因此遭受损失的国家密切合作，从印度到日本，乃至更远的地方。,
IV. The Strategy,3. The Regions,"B. Asia: Win the Economic Future, Prevent Military Confrontation",Deterring Military Threats ,"Given President Trump’s insistence on increased burden-sharing from Japan and South Korea, we must urge these countries to increase defense spending, with a focus on the capabilities—including new capabilities—necessary to deter adversaries and protect the First Island Chain. We will also harden and strengthen our military presence in the Western Pacific, while in our dealings with Taiwan and Australia we maintain our determined rhetoric on increased defense spending. ",,四、策略,3. 各地区,B. 亚洲：赢得经济未来，避免军事对抗,威慑军事威胁,鉴于特朗普总统坚持要求日本和韩国承担更多国防责任，我们必须敦促两国增加国防开支，重点发展威慑对手和保护第一岛链所需的能力，包括新型能力。我们还将加强在西太平洋的军事存在，同时在与台湾和澳大利亚的交往中，我们将继续坚持增加国防开支的立场。,
IV. The Strategy,3. The Regions,"B. Asia: Win the Economic Future, Prevent Military Confrontation",Deterring Military Threats ,"Preventing conflict requires a vigilant posture in the Indo-Pacific, a renewed defense industrial base, greater military investment from ourselves and from allies and partners, and winning the economic and technological competition over the long term. ",,四、策略,3. 各地区,B. 亚洲：赢得经济未来，避免军事对抗,威慑军事威胁,防止冲突需要我们在印太地区保持警惕，重建国防工业基础，加大我们自身以及盟友和伙伴的军事投入，并在长期内赢得经济和技术竞争。,
IV. The Strategy,3. The Regions,C. Europe: Promoting European Greatness,"American officials have become used to thinking about European problems in terms of insufficient military spending and economic stagnation. There is truth to this, but Europe’s real problems are even deeper. ",,,四、策略,3. 各地区,C. 欧洲：促进欧洲的伟大,美国官员已经习惯于从军费开支不足和经济停滞的角度来思考欧洲的问题。这固然有一定道理，但欧洲的真正问题远比这更深层次。,,
IV. The Strategy,3. The Regions,C. Europe: Promoting European Greatness,Continental Europe has been losing share of global GDP—down from 25 percent in 1990 to 14 percent today—partly owing to national and transnational regulations that undermine creativity and industriousness. ,,,四、策略,3. 各地区,C. 欧洲：促进欧洲的伟大,欧洲大陆在全球 GDP 中所占份额不断下降——从 1990 年的 25% 下降到如今的 14%——部分原因是国家和跨国法规削弱了创造力和勤奋精神。,,
IV. The Strategy,3. The Regions,C. Europe: Promoting European Greatness,"But this economic decline is eclipsed by the real and more stark prospect of civilizational erasure. The larger issues facing Europe include activities of the European Union and other transnational bodies that undermine political liberty and sovereignty, migration policies that are transforming the continent and creating strife, censorship of free speech and suppression of political opposition, cratering birthrates, and loss of national identities and self-confidence. ",,,四、策略,3. 各地区,C. 欧洲：促进欧洲的伟大,但与文明消亡这一更为严峻的现实前景相比，经济衰退显得微不足道。欧洲面临的更广泛问题包括：欧盟和其他跨国机构的活动损害了政治自由和主权；移民政策正在改变欧洲大陆并引发冲突；对言论自由的审查和对政治反对派的镇压；出生率暴跌；以及民族认同感和自信心的丧失。,,
IV. The Strategy,3. The Regions,C. Europe: Promoting European Greatness,"Should present trends continue, the continent will be unrecognizable in 20 years or less. As such, it is far from obvious whether certain European countries will have economies and militaries strong enough to remain reliable allies. Many of these nations are currently doubling down on their present path. We want Europe to remain European, to regain its civilizational self-confidence, and to abandon its failed focus on regulatory suffocation. ",,,四、策略,3. 各地区,C. 欧洲：促进欧洲的伟大,如果目前的趋势持续下去，20年甚至更短的时间内，欧洲大陆将面目全非。因此，某些欧洲国家是否还能拥有足够强大的经济和军事力量，继续作为可靠的盟友，这一点远未可知。许多这样的国家目前正加倍地坚持走老路。我们希望欧洲保持其欧洲特色，重拾文明的自信，并放弃其失败的监管窒息模式。,,
IV. The Strategy,3. The Regions,C. Europe: Promoting European Greatness,"This lack of self-confidence is most evident in Europe’s relationship with Russia. European allies enjoy a significant hard power advantage over Russia by almost every measure, save nuclear weapons. As a result of Russia’s war in Ukraine, European relations with Russia are now deeply attenuated, and many Europeans regard Russia as an existential threat. Managing European relations with Russia will require significant U.S. diplomatic engagement, both to reestablish conditions of strategic stability across the Eurasian landmass, and to mitigate the risk of conflict between Russia and European states. ",,,四、策略,3. 各地区,C. 欧洲：促进欧洲的伟大,这种缺乏自信在欧洲与俄罗斯的关系中表现得最为明显。除了核武器之外，欧洲盟友在几乎所有方面都拥有对俄罗斯的显著硬实力优势。由于俄罗斯在乌克兰发动战争，欧洲与俄罗斯的关系如今已严重恶化，许多欧洲人将俄罗斯视为生存威胁。维系欧洲与俄罗斯的关系需要美国发挥重要的外交作用，既要重建欧亚大陆的战略稳定，又要降低俄罗斯与欧洲国家发生冲突的风险。,,
IV. The Strategy,3. The Regions,C. Europe: Promoting European Greatness,"It is a core interest of the United States to negotiate an expeditious cessation of hostilities in Ukraine, in order to stabilize European economies, prevent unintended escalation or expansion of the war, and reestablish strategic stability with Russia, as well as to enable the post-hostilities reconstruction of Ukraine to enable its survival as a viable state. ",,,四、策略,3. 各地区,C. 欧洲：促进欧洲的伟大,美国的核心利益在于通过谈判迅速停止乌克兰的敌对行动，以稳定欧洲经济，防止战争意外升级或扩大，重建与俄罗斯的战略稳定，并使乌克兰能够在战后重建，从而使其能够作为一个可行的国家生存下去。,,
IV. The Strategy,3. The Regions,C. Europe: Promoting European Greatness,"The Ukraine War has had the perverse effect of increasing Europe’s, especially Germany’s, external dependencies. Today, German chemical companies are building some of the world’s largest processing plants in China, using Russian gas that they cannot obtain at home. The Trump Administration finds itself at odds with European officials who hold unrealistic expectations for the war perched in unstable minority governments, many of which trample on basic principles of democracy to suppress opposition. A large European majority wants peace, yet that desire is not translated into policy, in large measure because of those governments’ subversion of democratic processes. This is strategically important to the  United States precisely because European states cannot reform themselves if they are trapped in political crisis.",,,四、策略,3. 各地区,C. 欧洲：促进欧洲的伟大,乌克兰战争产生了适得其反的效果，加剧了欧洲，尤其是德国的对外依赖。如今，德国化工企业正在中国建设一些全球最大的加工厂，而这些工厂使用的天然气是它们在国内无法获得的俄罗斯天然气。特朗普政府发现自己与那些对战争抱有不切实际期望的欧洲官员意见相左，这些官员身处不稳定的少数派政府之中，其中许多政府践踏民主的基本原则以压制反对派。绝大多数欧洲人渴望和平，但这种愿望并未转化为政策，很大程度上是因为这些政府破坏了民主进程。这对美国而言具有重要的战略意义，因为如果欧洲国家深陷政治危机，它们就无法进行自我改革。,,
IV. The Strategy,3. The Regions,C. Europe: Promoting European Greatness,Yet Europe remains strategically and culturally vital to the United States. Transatlantic trade remains one of the pillars of the global economy and of American prosperity. European sectors from manufacturing to technology to energy remain among the world’s most robust. Europe is home to cutting-edge scientific research and world-leading cultural institutions. Not only can we not afford to write Europe off—doing so would be self-defeating for what this strategy aims to achieve. ,,,四、策略,3. 各地区,C. 欧洲：促进欧洲的伟大,然而，欧洲对美国而言在战略和文化上仍然至关重要。跨大西洋贸易仍然是全球经济和美国繁荣的支柱之一。从制造业到科技再到能源，欧洲的各个行业仍然位居世界最强劲之列。欧洲拥有尖端科学研究和世界一流的文化机构。我们不仅不能忽视欧洲——这样做将与该战略旨在实现的目标背道而驰。,,
IV. The Strategy,3. The Regions,C. Europe: Promoting European Greatness,"American diplomacy should continue to stand up for genuine democracy, freedom of expression, and unapologetic celebrations of European nations’ individual character and history. America encourages its political allies in Europe to promote this revival of spirit, and the growing influence of patriotic European parties indeed gives cause for great optimism. ",,,四、策略,3. 各地区,C. 欧洲：促进欧洲的伟大,美国外交应继续捍卫真正的民主、言论自由，以及对欧洲各国独特个性和历史的毫不妥协的颂扬。美国鼓励其欧洲政治盟友推动这种精神的复兴，而欧洲爱国政党日益增长的影响力确实令人充满乐观。,,
IV. The Strategy,3. The Regions,C. Europe: Promoting European Greatness,"Our goal should be to help Europe correct its current trajectory. We will need a strong Europe to help us successfully compete, and to work in concert with us to prevent any adversary from dominating Europe. ",,,四、策略,3. 各地区,C. 欧洲：促进欧洲的伟大,我们的目标应该是帮助欧洲纠正目前的发展轨迹。我们需要一个强大的欧洲来帮助我们成功参与竞争，并与我们携手合作，防止任何对手主导欧洲。,,
IV. The Strategy,3. The Regions,C. Europe: Promoting European Greatness,"America is, understandably, sentimentally attached to the European continent— and, of course, to Britain and Ireland. The character of these countries is also strategically important because we count upon creative, capable, confident, democratic allies to establish conditions of stability and security. We want to work with aligned countries that want to restore their former greatness. ",,,四、策略,3. 各地区,C. 欧洲：促进欧洲的伟大,美国对欧洲大陆，尤其是英国和爱尔兰，怀有深厚的感情，这是可以理解的。这些国家的性质也具有重要的战略意义，因为我们依靠富有创造力、能力出众、自信且民主的盟友来建立稳定与安全的环境。我们希望与志同道合、渴望重振昔日辉煌的国家携手合作。,,
IV. The Strategy,3. The Regions,C. Europe: Promoting European Greatness,"Over the long term, it is more than plausible that within a few decades at the latest, certain NATO members will become majority non-European. As such, it is an open question whether they will view their place in the world, or their alliance with the United States, in the same way as those who signed the NATO charter. ",,,四、策略,3. 各地区,C. 欧洲：促进欧洲的伟大,从长远来看，最迟几十年内，某些北约成员国很可能成为非欧洲国家占多数的国家。因此，它们是否会像当年签署北约宪章的国家那样看待自身在世界上的地位以及与美国的联盟关系，仍然是一个悬而未决的问题。,,
IV. The Strategy,3. The Regions,C. Europe: Promoting European Greatness,Our broad policy for Europe should prioritize: ,Reestablishing conditions of stability within Europe and strategic stability with Russia;,,四、策略,3. 各地区,C. 欧洲：促进欧洲的伟大,我们针对欧洲的总体政策应优先考虑以下方面：,重建欧洲内部稳定环境和与俄罗斯的战略稳定；,
IV. The Strategy,3. The Regions,C. Europe: Promoting European Greatness,Our broad policy for Europe should prioritize: ,"Enabling Europe to stand on its own feet and operate as a group of aligned sovereign nations, including by taking primary responsibility for its own defense, without being dominated by any adversarial power;",,四、策略,3. 各地区,C. 欧洲：促进欧洲的伟大,我们针对欧洲的总体政策应优先考虑以下方面：,使欧洲能够自立自强，作为一个由结盟的主权国家组成的集团运作，包括承担自身国防的主要责任，而不受任何敌对势力的控制；,
IV. The Strategy,3. The Regions,C. Europe: Promoting European Greatness,Our broad policy for Europe should prioritize: ,Cultivating resistance to Europe’s current trajectory within European nations;,,四、策略,3. 各地区,C. 欧洲：促进欧洲的伟大,我们针对欧洲的总体政策应优先考虑以下方面：,在欧洲各国内部培养对欧洲当前发展轨迹的抵制；,
IV. The Strategy,3. The Regions,C. Europe: Promoting European Greatness,Our broad policy for Europe should prioritize: ,Opening European markets to U.S. goods and services and ensuring fair treatment of U.S. workers and businesses;,,四、策略,3. 各地区,C. 欧洲：促进欧洲的伟大,我们针对欧洲的总体政策应优先考虑以下方面：,向美国商品和服务开放欧洲市场，并确保美国工人和企业获得公平待遇；,
IV. The Strategy,3. The Regions,C. Europe: Promoting European Greatness,Our broad policy for Europe should prioritize: ,"Building up the healthy nations of Central, Eastern, and Southern Europe through commercial ties, weapons sales, political collaboration, and cultural and educational exchanges;",,四、策略,3. 各地区,C. 欧洲：促进欧洲的伟大,我们针对欧洲的总体政策应优先考虑以下方面：,通过商业联系、武器销售、政治合作以及文化和教育交流，促进中欧、东欧和南欧各国的健康发展；,
IV. The Strategy,3. The Regions,C. Europe: Promoting European Greatness,Our broad policy for Europe should prioritize: ,"Ending the perception, and preventing the reality, of NATO as a perpetually expanding alliance;",,四、策略,3. 各地区,C. 欧洲：促进欧洲的伟大,我们针对欧洲的总体政策应优先考虑以下方面：,消除北约作为不断扩张的联盟的观念，并阻止其成为现实；,
IV. The Strategy,3. The Regions,C. Europe: Promoting European Greatness,Our broad policy for Europe should prioritize: ,"Encouraging Europe to take action to combat mercantilist overcapacity, technological theft, cyber espionage, and other hostile economic practices.",,四、策略,3. 各地区,C. 欧洲：促进欧洲的伟大,我们针对欧洲的总体政策应优先考虑以下方面：,鼓励欧洲采取行动打击重商主义产能过剩、技术窃取、网络间谍活动和其他敌对经济行为。,
IV. The Strategy,3. The Regions,"D. The Middle East: Shift Burdens, Build Peace ","For half a century at least, American foreign policy has prioritized the Middle East above all other regions. The reasons are obvious: the Middle East was for decades the world’s most important supplier of energy, was a prime theater of superpower competition, and was rife with conflict that threatened to spill into the wider world and even to our own shores. ",,,四、策略,3. 各地区, D. 中东：转移负担，建设和平,至少半个世纪以来，美国的外交政策始终将中东置于其他所有地区之上。原因显而易见：几十年来，中东一直是世界最重要的能源供应地，是超级大国竞争的主要舞台，而且冲突不断，随时可能蔓延到世界其他地区，甚至波及美国本土。,,
IV. The Strategy,3. The Regions,"D. The Middle East: Shift Burdens, Build Peace ","Today, at least two of those dynamics no longer hold. Energy supplies have diversified greatly, with the United States once again a net energy exporter. Superpower competition has given way to great power jockeying, in which the United States retains the most enviable position, reinforced by President Trump’s successful revitalization of our alliances in the Gulf, with other Arab partners, and with Israel. ",,,四、策略,3. 各地区, D. 中东：转移负担，建设和平,如今，至少其中两项动态已不复存在。能源供应已大幅多元化，美国再次成为能源净出口国。超级大国竞争已让位于大国博弈，而美国在大国博弈中仍占据最令人艳羡的地位，这得益于特朗普总统成功重振了我们在海湾地区、与其他阿拉伯伙伴以及与以色列的联盟关系。,,
IV. The Strategy,3. The Regions,"D. The Middle East: Shift Burdens, Build Peace ","Conflict remains the Middle East’s most troublesome dynamic, but there is today less to this problem than headlines might lead one to believe. Iran—the region’s chief destabilizing force—has been greatly weakened by Israeli actions since October 7, 2023, and President Trump’s June 2025 Operation Midnight Hammer, which significantly degraded Iran’s nuclear program. The Israeli-Palestinian conflict remains thorny, but thanks to the ceasefire and release of hostages President Trump negotiated, progress toward a more permanent peace has been made. Hamas’s chief backers have been weakened or stepped away. Syria remains a potential problem, but with American, Arab, Israeli, and Turkish support may stabilize and reassume its rightful place as an integral, positive player in the region. ",,,四、策略,3. 各地区, D. 中东：转移负担，建设和平,冲突仍然是中东地区最棘手的动态，但如今这个问题远没有新闻标题所渲染的那样严重。伊朗——该地区的主要不稳定因素——自2023年10月7日以来，因以色列的行动以及特朗普总统于2025年6月发起的“午夜铁锤行动”（该行动严重削弱了伊朗的核计划）而实力大减。以巴冲突依然棘手，但得益于特朗普总统斡旋达成的停火协议和人质释放，朝着更持久的和平迈出了一步。哈马斯的主要支持者已被削弱或退出。叙利亚仍然是一个潜在问题，但在美国、阿拉伯国家、以色列和土耳其的支持下，叙利亚或许能够稳定下来，并重新成为该地区不可或缺的积极力量。,,
IV. The Strategy,3. The Regions,"D. The Middle East: Shift Burdens, Build Peace ","As this administration rescinds or eases restrictive energy policies and American energy production ramps up, America’s historic reason for focusing on the Middle East will recede. Instead, the region will increasingly become a source and destination of international investment, and in industries well beyond oil and gas— including nuclear energy, AI, and defense technologies. We can also work with Middle East partners to advance other economic interests, from securing supply chains to bolstering opportunities to develop friendly and open markets in other parts of the world such as Africa. ",,,四、策略,3. 各地区, D. 中东：转移负担，建设和平,随着本届政府撤销或放松限制性能源政策，以及美国能源产量不断提升，美国历史上关注中东的理由将逐渐淡化。取而代之的是，该地区将日益成为国际投资的来源地和目的地，投资领域远不止石油和天然气，还包括核能、人工智能和国防技术等。我们还可以与中东伙伴合作，推进其他经济利益，例如保障供应链安全，以及在非洲等世界其他地区拓展友好开放的市场。,,
IV. The Strategy,3. The Regions,"D. The Middle East: Shift Burdens, Build Peace ","Middle East partners are demonstrating their commitment to combatting radicalism, a trendline American policy should continue to encourage. But doing so will require dropping America’s misguided experiment with hectoring these nations—especially the Gulf monarchies—into abandoning their traditions and historic forms of government. We should encourage and applaud reform when and where it emerges organically, without trying to impose it from without. The key to successful relations with the Middle East is accepting the region, its leaders, and its nations as they are while working together on areas of common interest. ",,,四、策略,3. 各地区, D. 中东：转移负担，建设和平,中东伙伴正在展现其打击极端主义的决心，美国政策应继续鼓励这一趋势。但要做到这一点，就必须放弃美国以往那种强迫这些国家——尤其是海湾君主国——放弃其传统和历史政体的错误做法。我们应该鼓励和赞赏自然而然出现的改革，而不是试图从外部强加改革。与中东建立成功关系的关键在于，接受该地区、其领导人和各国的现状，并在共同关心的领域开展合作。,,
IV. The Strategy,3. The Regions,"D. The Middle East: Shift Burdens, Build Peace ","America will always have core interests in ensuring that Gulf energy supplies do not fall into the hands of an outright enemy, that the Strait of Hormuz remain open, that the Red Sea remain navigable, that the region not be an incubator or exporter of terror against American interests or the American homeland, and that Israel remain secure. We can and must address this threat ideologically and militarily without decades of fruitless “nation-building” wars. We also have a clear interest in expanding the Abraham Accords to more nations in the region and to other countries in the Muslim world.",,,四、策略,3. 各地区, D. 中东：转移负担，建设和平,美国始终拥有确保海湾能源供应不落入敌手、霍尔木兹海峡畅通、红海通航、该地区不成为针对美国利益或美国本土的恐怖主义滋生地或输出地以及以色列安全的核心利益。我们能够也必须在意识形态和军事层面应对这一威胁，而无需进行数十年徒劳无功的“国家建设”战争。我们也明确希望将《亚伯拉罕协议》扩展到该地区的更多国家以及穆斯林世界的其他国家。,,
IV. The Strategy,3. The Regions,"D. The Middle East: Shift Burdens, Build Peace ","But the days in which the Middle East dominated American foreign policy in both long-term planning and day-to-day execution are thankfully over—not because the Middle East no longer matters, but because it is no longer the constant irritant, and potential source of imminent catastrophe, that it once was. It is rather emerging as a place of partnership, friendship, and investment—a trend that should be welcomed and encouraged. In fact, President Trump’s ability to unite the Arab world at Sharm el-Sheikh in pursuit of peace and normalization will allow the United States to finally prioritize American interests. ",,,四、策略,3. 各地区, D. 中东：转移负担，建设和平,但令人欣慰的是，中东问题主导美国外交政策长期规划和日常执行的时代已经过去——这并非因为中东不再重要，而是因为它不再像过去那样令人恼火，也不再是迫在眉睫的灾难之源。相反，它正在崛起为伙伴关系、友谊和投资之地——这一趋势值得欢迎和鼓励。事实上，特朗普总统在沙姆沙伊赫成功团结阿拉伯世界，共同追求和平与关系正常化，这将使美国最终能够将自身利益置于首位。,,
IV. The Strategy,3. The Regions,E. Africa,"For far too long, American policy in Africa has focused on providing, and later on spreading, liberal ideology. The United States should instead look to partner with select countries to ameliorate conflict, foster mutually beneficial trade relationships, and transition from a foreign aid paradigm to an investment and growth paradigm capable of harnessing Africa’s abundant natural resources and latent economic potential. ",,,四、策略,3. 各地区,E. 东非,长期以来，美国对非政策的重点一直放在提供（后来又传播）自由主义意识形态上。美国应该寻求与特定国家建立伙伴关系，以缓解冲突，促进互利的贸易关系，并从对外援助模式转向投资和增长模式，从而充分利用非洲丰富的自然资源和潜在的经济资源。,,
IV. The Strategy,3. The Regions,E. Africa,"Opportunities for engagement could include negotiating settlements to ongoing conflicts (e.g., DRC-Rwanda, Sudan), and preventing new ones (e.g., EthiopiaEritrea-Somalia), as well as action to amend our approach to aid and investment (e.g., the Africa Growth and Opportunity Act). And we must remain wary of resurgent Islamist terrorist activity in parts of Africa while avoiding any long-term American presence or commitments. ",,,四、策略,3. 各地区,E. 东非,参与的机会可能包括通过谈判解决持续冲突（例如刚果民主共和国-卢旺达、苏丹），防止新的冲突（例如埃塞俄比亚-厄立特里亚-索马里），以及采取行动调整我们的援助和投资方式（例如《非洲增长与机遇法案》）。我们必须对非洲部分地区死灰复燃的伊斯兰恐怖主义活动保持警惕，同时避免美国在非洲长期驻军或做出任何承诺。,,
IV. The Strategy,3. The Regions,E. Africa,"The United States should transition from an aid-focused relationship with Africa to a trade- and investment-focused relationship, favoring partnerships with capable, reliable states committed to opening their markets to U.S. goods and services. An immediate area for U.S. investment in Africa, with prospects for a good return on investment, include the energy sector and critical mineral development. Development of U.S.-backed nuclear energy, liquid petroleum gas, and liquified natural gas technologies can generate profits for U.S. businesses and help us in the competition for critical minerals and other resources. ",,,四、策略,3. 各地区,E. 东非,美国应将对非关系从以援助为主转向以贸易和投资为主，优先与那些有能力、可靠且致力于向美国商品和服务开放市场的国家建立伙伴关系。美国在非洲投资的当务之急是能源领域和关键矿产开发，这些领域有望获得良好的投资回报。美国支持的核能、液化石油气和液化天然气技术的发展，既能为美国企业创造利润，又能帮助我们在关键矿产和其他资源的竞争中占据优势。,,
